ID,Aware_M,Aware_P,Aware_T,Aware_B,Aware_MV,Strong_M,Strong_P,Strong_T,Strong_B,Strong_MV,Known_M,Known_P,Known_T,Known_B,Known_MV,Attr_M,Attr_P,Attr_T,Attr_B,Attr_MV,Dr_1,Dr_2,Dr_3,Dr_4,Dr_5,Dr_6,Dr_7,Dr_8,Dr_9,Dr_10,Dr_11,Dr_12,Dr_13,Dr_14,Dr_15,HowLong,NPS,Prod_data,Prod_sms,Prod_call,Prod_extra,Prod_other,Cont_winkel,Cont_tel,Cont_mail,Cont_social,Cont_web,Gender,Age,Dr_12r,F_pricevalue,F_productquality,F_innovativeness,F_CRM,F_community,,,,,,,
R_eQdE9LkXrxBZN3v,2,4,2,2,5,4,3,6,4,7,6,6,6,6,3,5,5,6,5,6,4,5,4,5,5,6,6,5,5,5,6,3,6,5,5,7,10,5,4,3,2,1,5,4,6,5,5,0,25,5,5.67,5.50,5.33,5.00,4.50,,,,,,,
R_9SwwusnQcXUKAol,1,4,2,1,5,#NULL!,7,7,#NULL!,7,#NULL!,7,7,#NULL!,5,#NULL!,6,6,#NULL!,7,4,5,6,4,4,6,7,5,6,5,6,2,7,6,6,4,9,3,5,2,4,1,2,6,7,6,6,0,25,6,5.67,6.00,6.33,4.50,4.50,,,,,,,
R_e8nfilCsAMnIX0F,5,3,2,2,5,4,4,2,2,4,7,7,7,7,3,4,4,4,3,6,7,7,7,6,6,6,7,6,6,6,5,1,6,7,7,4,10,5,3,2,4,1,6,3,7,6,7,0,26,7,6.33,6.00,6.67,6.00,7.00,,,,,,,
R_blrMWh0woYSvgZT,5,5,5,5,5,7,7,7,7,3,7,7,7,7,2,2,2,2,2,2,2,2,4,2,6,7,7,4,4,4,6,1,4,4,4,3,10,3,4,5,2,1,2,3,6,2,6,1,28,7,6.67,6.50,4.00,3.00,2.00,,,,,,,
R_0OO3EyRv0PSIeMJ,3,5,2,1,5,3,7,4,#NULL!,7,6,7,6,#NULL!,6,3,6,2,#NULL!,7,3,3,6,5,6,7,7,5,6,6,6,1,7,7,7,4,10,3,5,4,2,1,6,6,7,6,7,1,22,7,6.67,6.50,7.00,5.00,3.00,,,,,,,
R_6mJO1sC2lAIBqGV,2,4,2,2,5,6,7,5,6,6,7,7,6,7,3,6,6,5,6,7,5,4,7,4,6,6,6,5,5,6,6,3,4,6,7,6,10,5,4,3,2,1,2,4,7,2,7,0,27,5,6.00,5.50,5.67,4.50,4.50,,,,,,,
R_8cfL3dButLwOh0h,4,4,4,4,4,6,7,6,3,2,7,7,7,6,2,6,7,7,3,2,1,1,5,6,6,7,7,5,5,6,4,4,6,5,5,2,9,5,2,4,3,1,1,5,7,1,5,0,34,4,6.67,4.00,5.33,5.50,1.00,,,,,,,
R_bPF6jBc76CiNw3j,3,4,2,3,5,5,7,4,5,7,7,7,6,6,5,3,6,4,4,7,4,7,7,6,5,7,6,5,5,5,6,1,6,6,6,4,10,5,4,3,2,1,5,5,7,4,7,0,21,7,6.00,6.50,6.00,5.50,5.50,,,,,,,
R_efBtKHV9FqTModL,5,5,4,5,5,7,7,6,7,7,7,7,7,7,6,5,5,5,5,7,5,5,5,5,6,7,6,5,5,5,6,4,5,6,6,5,8,5,4,1,2,3,4,4,4,5,6,0,26,4,6.33,5.00,5.67,5.00,5.00,,,,,,,
R_2tvY0oPxNEadBrf,5,4,3,5,5,7,6,2,5,5,7,7,5,5,6,3,6,1,4,6,4,5,7,5,5,6,7,7,4,6,4,5,5,6,6,5,7,5,2,3,1,4,4,6,7,7,7,0,35,3,6.00,3.50,5.67,6.00,4.50,,,,,,,
R_0Hbi1hCsB6D8lJX,1,1,1,1,4,#NULL!,#NULL!,#NULL!,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,6,5,5,4,6,6,6,4,6,6,6,6,2,6,6,6,4,10,4,5,3,2,1,4,4,7,7,7,0,32,6,5.33,6.00,6.00,6.00,5.00,,,,,,,
R_eRkB6FBq0AnL8iN,4,4,4,4,5,2,6,4,5,6,5,5,5,5,4,3,5,5,5,6,5,6,5,6,6,5,6,5,6,6,4,3,5,5,5,6,8,5,4,2,3,1,7,4,7,7,7,0,25,5,5.67,4.50,5.00,5.50,5.50,,,,,,,
R_cRR4HtHgTsbQN4p,4,5,2,3,5,6,7,7,5,7,5,7,7,5,3,3,4,4,4,5,4,4,5,4,7,6,7,4,4,4,5,2,4,5,4,2,7,4,3,5,1,2,1,1,1,1,7,0,32,6,6.67,5.50,4.33,4.00,4.00,,,,,,,
R_cSnyXlc9rWrq3WJ,4,5,3,4,5,6,6,6,6,6,7,7,5,7,6,4,6,3,3,7,4,4,6,6,6,6,5,5,6,6,6,2,7,6,5,4,9,4,3,5,2,1,6,2,7,6,6,1,27,6,5.67,6.00,6.00,5.50,4.00,,,,,,,
R_6YAu8GwA2sEmX9X,4,4,4,1,4,7,7,6,#NULL!,6,7,7,6,#NULL!,4,4,6,4,#NULL!,7,4,6,5,5,5,4,5,3,6,4,1,5,4,4,3,4,6,2,1,4,3,5,4,2,5,5,5,0,33,3,4.67,2.00,3.67,4.00,5.00,,,,,,,
R_d72BCr3khWy4lbD,4,4,2,4,5,5,6,6,4,6,6,7,4,5,2,4,4,6,4,6,4,5,5,3,6,6,5,3,4,5,5,3,6,5,6,4,8,5,4,3,2,#NULL!,4,5,6,3,6,0,25,5,5.67,5.00,5.67,3.00,4.50,,,,,,,
R_6F4Nh7qkUm6gnzL,5,3,1,1,5,5,4,#NULL!,#NULL!,6,7,7,#NULL!,#NULL!,5,5,4,#NULL!,#NULL!,6,4,4,4,6,5,6,6,4,5,5,6,2,5,5,5,3,8,4,3,5,1,2,6,2,7,3,5,0,24,6,5.67,6.00,5.00,5.00,4.00,,,,,,,
R_0vPt1afwEVX33eZ,4,4,4,4,4,5,5,3,4,4,5,5,3,3,4,3,4,4,4,6,4,6,5,6,6,6,7,4,4,4,6,5,6,4,5,4,8,5,#NULL!,#NULL!,3,#NULL!,3,3,7,3,7,0,34,3,6.33,4.50,5.00,5.00,5.00,,,,,,,
R_0Iis6EscGTp08fP,4,4,4,4,5,6,6,5,5,7,7,7,6,5,5,5,5,5,5,6,2,4,7,5,6,7,6,6,5,5,6,2,5,5,7,5,9,5,4,2,3,1,2,2,2,7,6,1,21,6,6.33,6.00,5.67,5.50,3.00,,,,,,,
R_1TSRcbHOl9oRdkx,5,5,5,5,5,7,7,5,6,5,7,7,6,6,6,4,4,4,4,4,5,5,5,4,6,5,6,4,5,5,4,5,5,5,5,5,8,4,5,2,3,1,5,3,3,6,6,0,22,3,5.67,3.50,5.00,4.00,5.00,,,,,,,
R_cuUkaWsZ1OSS2Vv,1,4,1,1,5,#NULL!,5,#NULL!,#NULL!,7,#NULL!,6,#NULL!,#NULL!,5,#NULL!,6,#NULL!,#NULL!,7,4,5,5,6,6,7,5,6,7,6,4,3,6,5,5,5,9,4,5,3,2,#NULL!,4,4,6,4,4,0,24,5,6.00,4.50,5.33,6.00,4.50,,,,,,,
R_7W08hZxAm9RWhJr,3,3,2,5,5,2,6,3,5,4,7,7,7,7,5,2,5,3,5,6,4,6,5,4,5,6,6,5,5,5,5,4,6,6,6,5,8,5,4,2,1,3,6,5,6,6,7,0,33,4,5.67,4.50,6.00,4.50,5.00,,,,,,,
R_enSUkXwAY3nwIe1,5,4,2,2,5,5,7,2,4,6,7,7,2,6,5,5,6,3,4,7,4,5,4,4,4,5,5,3,5,6,3,4,4,6,4,3,8,3,1,5,2,4,4,5,7,4,5,0,31,4,4.67,3.50,4.67,3.50,4.50,,,,,,,
R_0H4uttcEPCMZLud,3,3,3,5,5,5,5,5,5,7,7,7,7,7,7,3,2,5,3,6,4,4,6,2,7,6,7,2,3,6,6,2,5,4,7,4,10,4,3,5,2,1,5,2,2,2,7,1,27,6,6.67,6.00,5.33,2.00,4.00,,,,,,,
R_9oTGUrOpi3U2jQN,5,3,3,2,5,6,6,5,5,6,6,6,6,5,6,5,5,4,4,6,4,4,4,6,6,6,6,4,6,5,5,5,7,7,7,6,10,4,5,3,2,1,5,3,6,5,6,1,24,3,6.00,4.00,7.00,5.00,4.00,,,,,,,
R_55tNoweBMatkiCV,2,1,1,2,5,6,#NULL!,#NULL!,6,7,7,#NULL!,#NULL!,7,5,5,#NULL!,#NULL!,5,7,5,5,6,5,5,5,5,4,6,5,5,2,4,5,6,5,7,4,3,5,2,1,7,1,4,6,7,0,28,6,5.00,5.50,5.00,4.50,5.00,,,,,,,
R_bsj6AK8HUPIj8nH,4,5,4,4,5,6,7,7,6,5,6,7,7,6,3,6,2,5,5,6,4,3,5,4,7,7,6,5,6,5,3,4,6,5,6,4,8,5,3,4,2,1,5,3,6,5,6,0,25,4,6.67,3.50,5.67,4.50,3.50,,,,,,,
R_1FEAOmg9OhHS5tH,3,2,3,2,5,3,5,3,6,7,6,6,6,6,6,3,5,4,6,7,4,5,5,5,4,5,5,5,5,5,4,2,5,6,6,5,8,3,2,4,5,1,5,2,5,6,6,0,21,6,4.67,5.00,5.67,5.00,4.50,,,,,,,
R_9FBOA3Jf86Q1HXT,1,4,1,1,4,#NULL!,5,#NULL!,#NULL!,7,#NULL!,6,#NULL!,#NULL!,5,#NULL!,5,#NULL!,#NULL!,7,5,4,6,5,6,6,7,7,6,6,6,1,6,5,6,3,8,4,5,3,2,1,3,3,5,7,7,1,20,7,6.33,6.50,5.67,6.00,4.50,,,,,,,
R_8v2chwt1GKZj9Hv,5,3,4,5,5,5,5,6,6,6,7,7,7,7,5,6,5,6,7,7,4,5,7,5,6,6,7,6,6,6,7,2,7,7,7,3,9,2,4,3,5,1,5,5,7,4,7,1,29,6,6.33,6.50,7.00,5.50,4.50,,,,,,,
R_6FgSeSe8ldGMqVL,4,4,4,4,4,6,6,5,4,4,7,7,6,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,7,6,3,6,6,6,6,7,7,4,5,3,2,1,1,2,7,6,6,1,25,2,5.67,2.50,6.00,5.50,6.00,,,,,,,
R_5t1DOhKfQcgQYbH,4,4,3,2,5,4,5,4,4,7,7,7,7,7,5,2,2,4,4,7,5,7,6,6,6,6,6,5,5,6,6,2,6,6,6,5,10,5,4,2,3,1,4,4,7,7,4,0,32,6,6.00,6.00,6.00,5.50,6.00,,,,,,,
R_6mp24EiE1VI7qJL,2,4,4,4,4,2,7,7,4,7,7,7,7,7,7,4,4,4,4,6,5,4,6,2,6,7,7,5,6,4,7,2,5,4,3,3,10,1,5,#NULL!,3,#NULL!,6,7,6,6,6,1,20,6,6.67,6.50,4.00,3.50,4.50,,,,,,,
R_7ONPann334RX4k5,4,4,3,5,5,6,6,6,4,5,7,7,7,7,5,4,4,6,6,6,4,5,7,5,4,7,6,5,6,4,4,2,6,6,6,3,8,2,3,5,4,#NULL!,4,5,6,3,6,1,28,6,5.67,5.00,6.00,5.00,4.50,,,,,,,
R_51J8QmWCXtf0YK1,2,5,3,1,5,4,3,7,#NULL!,7,7,7,7,#NULL!,6,6,3,7,#NULL!,7,4,7,7,6,6,6,6,6,6,7,6,2,6,7,6,4,10,1,5,4,3,2,3,3,7,6,5,1,23,6,6.00,6.00,6.33,6.00,5.50,,,,,,,
R_brM0np1Vk3sQjHL,3,5,4,4,5,3,6,6,4,6,7,7,7,5,3,3,6,3,3,7,4,6,6,7,6,7,7,7,6,7,6,3,7,6,7,5,10,5,3,4,2,1,5,6,6,6,7,0,21,5,6.67,5.50,6.67,7.00,5.00,,,,,,,
R_aWbIaI4byLAtsC9,1,3,2,3,5,#NULL!,5,6,5,6,#NULL!,6,7,4,6,#NULL!,4,7,4,7,5,6,6,5,7,6,6,4,6,6,5,3,6,6,6,4,8,4,5,2,3,1,5,2,6,6,7,0,23,5,6.33,5.00,6.00,4.50,5.50,,,,,,,
R_ePCC2HW8uHqwtAV,3,4,2,2,5,4,5,4,3,6,6,6,5,6,3,4,4,5,3,4,2,2,6,4,4,5,6,5,5,5,5,2,6,4,6,4,7,5,4,3,2,1,3,3,5,6,7,0,25,6,5.00,5.50,5.33,4.50,2.00,,,,,,,
R_3f9OncJio4C0aS9,3,5,4,2,5,3,5,4,4,5,5,7,6,6,5,4,4,5,3,7,4,1,4,4,4,6,6,4,6,6,6,2,4,6,3,4,10,4,3,2,5,1,1,1,6,5,4,0,32,6,5.33,6.00,4.33,4.00,2.50,,,,,,,
R_1HoElYrZgHdtw2x,5,5,1,1,5,4,4,#NULL!,#NULL!,5,7,7,#NULL!,#NULL!,5,6,6,#NULL!,#NULL!,7,1,4,7,5,4,7,6,7,7,7,6,3,7,6,6,3,8,2,4,3,5,1,7,3,7,7,7,1,19,5,5.67,5.50,6.33,6.00,2.50,,,,,,,
R_1Rd6xIk3jFYAg8R,2,4,1,2,5,5,6,#NULL!,5,7,7,7,#NULL!,7,6,3,3,#NULL!,3,7,6,6,6,6,6,7,6,6,6,6,6,2,7,7,7,4,10,5,3,4,2,1,7,4,5,1,7,0,21,6,6.33,6.00,7.00,6.00,6.00,,,,,,,
R_0240dr9wFh9aGcR,4,5,3,2,4,6,3,5,3,3,7,6,7,5,3,5,1,4,3,6,2,5,6,1,6,5,6,2,2,3,5,4,2,3,4,4,8,2,5,4,3,1,3,2,5,1,7,1,23,4,5.67,4.50,3.00,1.50,3.50,,,,,,,
R_aUUchx6pbpD4fPv,1,4,2,1,4,#NULL!,5,5,#NULL!,5,#NULL!,5,5,#NULL!,5,#NULL!,5,4,#NULL!,5,4,4,5,4,5,5,5,4,4,4,4,4,4,5,5,2,6,3,1,4,2,5,5,2,6,6,6,0,22,4,5.00,4.00,4.67,4.00,4.00,,,,,,,
R_6EZFFC9HhGxsWiN,2,1,1,3,5,2,#NULL!,#NULL!,6,7,7,#NULL!,#NULL!,7,3,1,#NULL!,#NULL!,5,7,4,5,1,6,5,6,5,5,7,7,3,5,6,7,7,5,9,5,3,2,4,1,3,3,6,7,7,1,33,3,5.33,3.00,6.67,5.50,4.50,,,,,,,
R_9NxSp7QRhqvkFUx,2,2,3,2,4,4,5,6,5,6,6,7,7,6,5,3,5,7,6,6,4,4,5,4,3,3,3,5,5,5,4,3,6,6,6,4,6,3,1,5,4,2,4,4,6,6,7,0,29,5,3.00,4.50,6.00,4.50,4.00,,,,,,,
R_etB27qLnkpkwKZ7,5,5,5,4,5,6,6,6,6,6,7,7,7,7,7,6,5,6,5,6,4,4,6,6,6,6,6,5,6,6,6,3,5,5,5,4,9,4,5,3,2,1,4,6,5,7,5,1,22,5,6.00,5.50,5.00,5.50,4.00,,,,,,,
R_3yn4w37HwnoX1sh,4,4,4,4,4,3,4,5,5,6,6,6,6,6,3,5,5,5,5,6,5,4,4,5,4,4,4,4,4,5,5,4,7,5,6,4,8,3,4,2,5,1,3,5,4,6,6,1,20,4,4.00,4.50,6.00,4.50,4.50,,,,,,,
R_0JaY4I2tBhYYnSR,3,3,3,2,5,2,6,5,4,7,7,7,7,5,3,3,5,5,2,6,4,3,6,4,6,6,6,4,6,6,6,2,4,4,6,4,9,4,5,2,3,1,6,2,6,4,7,0,21,6,6.00,6.00,4.67,4.00,3.50,,,,,,,
R_4Jl9s9jl7HM7SDP,4,3,3,3,5,6,6,6,5,6,6,6,6,6,5,5,5,5,5,7,6,7,6,6,7,7,7,7,7,7,7,1,7,7,7,4,10,5,2,4,3,1,4,1,6,7,7,1,22,7,7.00,7.00,7.00,6.50,6.50,,,,,,,
R_e3AiyjYCqni6Y2F,4,4,1,4,4,4,5,#NULL!,4,6,7,7,#NULL!,7,5,5,4,#NULL!,5,6,5,5,5,6,5,5,5,5,5,5,6,1,7,7,7,4,10,3,4,5,2,1,3,5,6,6,6,0,25,7,5.00,6.50,7.00,5.50,5.00,,,,,,,
R_4Yhva2DZ7ITSSMJ,1,3,3,3,5,#NULL!,4,4,4,5,#NULL!,6,5,6,4,#NULL!,4,4,4,7,4,4,7,5,6,6,6,5,7,4,6,4,7,5,6,7,10,4,5,3,2,1,4,1,4,6,7,1,21,4,6.00,5.00,6.00,5.00,4.00,,,,,,,
R_cIVF3DLGbebrDvL,3,4,2,4,5,6,6,5,6,5,7,7,6,7,5,4,4,4,5,7,5,5,5,5,6,6,7,5,5,5,5,6,7,7,5,4,10,3,4,2,5,1,6,3,6,6,7,1,31,2,6.33,3.50,6.33,5.00,5.00,,,,,,,
R_a2EKk2WREBAn2E5,3,4,3,3,5,2,6,2,3,6,6,6,6,2,4,4,6,6,3,7,4,6,6,6,7,6,6,6,6,6,5,5,6,6,6,4,10,5,2,4,3,1,5,3,5,7,7,0,27,3,6.33,4.00,6.00,6.00,5.00,,,,,,,
R_bNLYMoPXwTOArS5,3,5,2,5,5,6,6,6,6,6,7,7,7,7,7,2,1,3,6,7,4,5,5,5,4,4,3,6,6,5,6,2,6,6,7,3,7,2,3,5,4,1,3,4,7,3,7,1,22,6,3.67,6.00,6.33,5.50,4.50,,,,,,,
R_eUKBHDdzoQLcYYt,5,5,5,5,5,5,5,6,5,5,7,7,7,5,6,4,4,5,4,6,3,4,6,3,7,7,7,3,6,6,6,3,5,6,6,4,9,5,4,3,2,1,3,2,7,3,7,0,22,5,7.00,5.50,5.67,3.00,3.50,,,,,,,
R_09awmSQPriNIcWV,5,5,5,5,5,5,6,5,4,6,6,7,5,6,3,2,6,4,5,7,5,4,7,4,6,6,6,5,5,5,6,4,6,6,7,5,10,5,4,2,3,1,2,2,7,7,7,0,22,4,6.00,5.00,6.33,4.50,4.50,,,,,,,
R_6GvnN7n4ZKiHbzT,5,5,5,4,5,1,7,5,5,6,6,7,7,6,3,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6,5,3,6,6,6,5,8,4,2,3,5,1,6,6,7,7,6,1,32,5,6.00,5.00,6.00,6.00,6.00,,,,,,,
R_7QYhPmfvqhWtSYJ,3,3,1,2,5,1,2,#NULL!,4,7,6,6,#NULL!,6,4,1,1,#NULL!,5,7,5,5,7,7,7,7,7,7,7,7,7,1,7,6,7,4,10,5,3,4,2,#NULL!,5,6,7,4,7,0,30,7,7.00,7.00,6.67,7.00,5.00,,,,,,,
R_8v5RXn7JMgYCZJX,4,5,2,4,5,3,7,3,6,6,7,7,5,7,5,5,6,5,5,6,4,5,6,5,5,5,6,4,5,5,2,1,5,5,5,4,8,4,3,5,2,1,3,4,7,3,6,1,33,7,5.33,4.50,5.00,4.50,4.50,,,,,,,
R_6lfoA1Vbh0I9Eu9,5,2,2,5,5,7,7,7,7,7,7,7,5,7,5,6,6,7,7,7,7,7,7,6,7,7,7,7,7,6,7,2,7,7,6,4,10,5,3,4,2,1,5,3,7,6,7,0,34,6,7.00,6.50,6.67,6.50,7.00,,,,,,,
R_5tnJiY264yzIhKJ,4,4,4,4,5,6,6,6,6,6,6,6,6,6,3,6,6,6,6,7,4,5,6,5,6,5,6,5,5,6,4,3,6,6,6,5,10,4,5,3,2,1,3,6,5,5,5,0,24,5,5.67,4.50,6.00,5.00,4.50,,,,,,,
R_6EF5ZAyh0J0OheJ,3,4,3,4,4,3,4,3,4,6,6,6,4,5,4,3,3,4,4,5,6,6,6,7,6,6,6,4,6,6,5,4,6,6,6,4,10,4,5,3,2,1,3,3,6,4,6,0,26,4,6.00,4.50,6.00,5.50,6.00,,,,,,,
R_6Edq1T1eXILtIhf,4,4,4,4,4,1,6,2,4,4,5,6,6,5,5,2,5,3,4,5,4,4,5,5,7,6,6,5,5,5,6,2,5,5,5,4,9,1,3,2,4,5,6,2,2,6,6,1,34,6,6.33,6.00,5.00,5.00,4.00,,,,,,,
R_5pyN4wqUgRqnWZL,3,2,1,2,4,7,7,#NULL!,5,6,7,7,#NULL!,5,7,5,3,#NULL!,3,6,4,6,6,6,6,7,6,6,6,6,6,2,6,6,6,3,10,4,5,3,2,1,3,3,6,6,6,1,26,6,6.33,6.00,6.00,6.00,5.00,,,,,,,
R_eyvEU99SoZNq7e5,3,3,3,2,4,6,6,6,6,6,6,6,6,6,5,4,4,4,4,6,4,2,5,3,5,5,5,4,4,4,5,4,4,6,5,2,6,5,3,2,4,#NULL!,1,1,3,4,5,0,24,4,5.00,4.50,5.00,3.50,3.00,,,,,,,
R_bloHdxgLWp2TVoF,2,4,2,2,5,3,6,4,3,5,6,6,6,6,5,4,6,4,4,7,3,1,4,5,5,6,7,6,6,5,3,4,6,7,6,6,9,4,5,2,3,1,3,6,7,4,7,0,31,4,6.00,3.50,6.33,5.50,2.00,,,,,,,
R_2tyo36dHQFWfbH7,2,4,3,5,5,5,7,6,6,6,7,7,6,7,5,5,5,5,6,7,6,6,7,6,7,7,7,4,6,7,6,2,7,7,6,4,10,5,2,4,3,1,3,6,7,5,6,0,29,6,7.00,6.00,6.67,5.00,6.00,,,,,,,
R_7UMLrjGQbMRnRRz,1,4,1,2,4,#NULL!,5,#NULL!,4,5,#NULL!,6,#NULL!,6,5,#NULL!,5,#NULL!,5,5,5,2,5,5,6,5,5,4,5,4,6,2,6,5,5,3,8,2,5,3,4,1,4,2,6,3,6,1,26,6,5.33,6.00,5.33,4.50,3.50,,,,,,,
R_0CD21BMFTfMceRn,4,4,4,4,4,6,6,5,5,6,7,7,6,7,6,5,5,3,5,6,4,4,5,6,6,5,6,5,6,5,6,1,6,5,6,3,8,5,2,4,3,#NULL!,4,6,6,4,6,0,23,7,5.67,6.50,5.67,5.50,4.00,,,,,,,
R_9WTsfuURs6cKfR3,2,2,2,5,5,6,4,4,6,6,7,7,1,7,1,4,4,4,7,7,5,6,6,5,5,6,6,6,6,6,6,2,6,6,7,4,10,4,3,2,5,1,4,4,6,6,6,0,19,6,5.67,6.00,6.33,5.50,5.50,,,,,,,
R_aY4fYsaFAMEyrUV,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,4,4,4,5,5,4,5,5,4,6,5,5,5,5,4,6,3,5,7,5,4,8,5,4,3,2,1,3,5,7,7,7,1,25,5,5.33,5.50,5.67,4.50,4.50,,,,,,,
R_2n73Ew0QUqovgnb,2,5,5,4,4,5,6,6,5,6,7,7,7,7,5,4,6,6,4,6,5,6,6,5,6,6,6,6,6,6,6,1,6,7,7,4,8,3,4,5,2,1,3,2,6,4,6,1,32,7,6.00,6.50,6.67,5.50,5.50,,,,,,,
R_0kqqtKhiPP9AhW5,1,5,1,1,5,#NULL!,7,#NULL!,#NULL!,5,#NULL!,7,#NULL!,#NULL!,2,#NULL!,6,#NULL!,#NULL!,6,6,7,6,6,6,6,6,6,6,7,5,5,6,7,7,5,9,5,4,3,2,1,2,5,7,7,7,0,32,3,6.00,4.00,6.67,6.00,6.50,,,,,,,
R_6KBBsjiaav071nD,3,3,2,2,5,6,7,3,4,4,6,7,7,5,5,2,3,3,4,6,5,7,5,7,7,7,6,6,7,6,5,6,5,7,7,5,9,5,4,3,2,1,1,5,6,4,6,0,29,2,6.67,3.50,6.33,6.50,6.00,,,,,,,
R_eajkRHou4K7dMBD,3,3,3,5,5,5,5,4,5,3,7,7,6,6,4,5,5,5,5,4,2,5,5,3,2,2,6,2,3,4,6,5,4,5,2,4,6,4,3,5,2,1,5,5,5,5,5,1,26,3,3.33,4.50,3.67,2.50,3.50,,,,,,,
R_0jpjywNoOkQ1j2B,2,3,1,1,3,7,7,#NULL!,#NULL!,5,7,7,#NULL!,#NULL!,3,6,6,#NULL!,#NULL!,7,3,5,5,4,6,7,5,3,6,6,5,4,5,5,6,2,8,#NULL!,5,3,4,1,3,5,6,1,7,1,19,4,6.00,4.50,5.33,3.50,4.00,,,,,,,
R_bddTqa1CpuuSKEd,3,5,2,3,5,7,7,5,4,7,7,7,5,4,5,5,7,5,4,7,7,7,7,7,7,7,7,5,7,7,4,4,7,7,7,4,10,5,3,2,4,1,4,7,7,7,5,0,32,4,7.00,4.00,7.00,6.00,7.00,,,,,,,
R_6JNGleN0g0oRxw9,4,4,4,4,5,5,6,6,6,6,7,7,7,7,5,6,6,6,6,7,5,7,7,7,7,6,7,7,7,6,6,2,5,5,7,5,10,1,2,3,4,5,2,5,6,6,6,0,27,6,6.67,6.00,5.67,7.00,6.00,,,,,,,
R_ctYWqF46A86pqcZ,3,1,4,4,4,5,#NULL!,7,5,6,6,#NULL!,6,6,2,3,#NULL!,7,4,6,4,3,6,5,7,7,6,6,6,6,5,3,6,6,7,4,8,4,5,2,3,1,7,3,5,6,6,1,28,5,6.67,5.00,6.33,5.50,3.50,,,,,,,
R_bvxWhyj9q7RtFJj,2,4,2,2,3,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,6,4,5,6,6,6,6,7,5,6,6,3,5,5,5,2,5,4,5,2,3,1,1,2,6,7,6,1,20,5,6.00,5.50,5.00,6.50,5.00,,,,,,,
R_9Z7ecsye97Lhfh3,5,1,1,1,5,6,#NULL!,#NULL!,#NULL!,6,7,#NULL!,#NULL!,#NULL!,5,3,#NULL!,#NULL!,#NULL!,7,4,4,6,4,6,6,6,4,4,4,5,3,6,6,6,4,9,5,4,3,2,1,6,3,6,4,5,0,28,5,6.00,5.00,6.00,4.00,4.00,,,,,,,
R_9ZHuIYjOKCJF7jD,4,2,3,2,5,6,6,3,4,6,7,7,6,6,4,6,4,6,4,7,6,6,7,5,6,6,7,5,7,6,5,4,7,7,7,5,10,4,2,1,3,5,4,6,7,7,6,0,19,4,6.33,4.50,7.00,5.00,6.00,,,,,,,
R_8vxMuIFbnlwoz77,5,3,5,3,5,7,4,7,4,6,7,7,7,6,5,6,6,7,5,7,4,4,5,6,6,6,6,5,6,4,5,5,7,6,4,4,7,3,4,2,1,5,4,3,5,7,6,0,20,3,6.00,4.00,5.67,5.50,4.00,,,,,,,
R_9KRnVABxiXsR2i9,4,4,2,4,4,5,7,4,3,4,7,7,6,6,6,4,5,5,3,4,5,5,4,5,5,4,4,5,4,5,4,5,5,5,5,5,4,4,2,3,1,5,3,4,6,5,3,0,30,3,4.33,3.50,5.00,5.00,5.00,,,,,,,
R_3rsmXzEsFpmhe85,3,5,5,5,5,3,7,3,7,7,7,7,7,7,1,6,6,7,6,4,6,7,7,7,5,7,7,7,7,7,7,1,6,5,5,4,10,5,4,3,2,1,1,5,7,7,7,0,28,7,6.33,7.00,5.33,7.00,6.50,,,,,,,
R_cx6n03cryTOklKd,3,2,1,3,4,4,5,#NULL!,5,7,6,7,#NULL!,6,5,4,4,#NULL!,4,6,3,5,5,5,5,6,6,5,5,5,6,4,6,7,6,5,8,3,4,5,2,1,2,1,7,4,6,0,28,4,5.67,5.00,6.33,5.00,4.00,,,,,,,
R_d7k4P4XeBhrA0Lj,4,3,4,3,4,5,4,4,3,5,7,7,6,7,6,3,4,4,4,6,4,2,4,5,5,6,6,3,4,5,5,3,4,4,5,4,9,3,2,4,1,#NULL!,1,6,7,6,7,1,21,5,5.67,5.00,4.33,4.00,3.00,,,,,,,
R_0TKraeFxpzvAK57,4,3,4,2,4,7,6,7,4,7,7,7,7,7,5,7,5,6,4,7,2,2,7,4,5,6,6,4,4,5,5,7,7,5,7,5,8,4,5,2,3,1,2,2,4,5,6,0,24,1,5.67,3.00,6.33,4.00,2.00,,,,,,,
R_7PS6kKENsCPqtDv,1,4,1,1,4,#NULL!,6,#NULL!,#NULL!,6,#NULL!,7,#NULL!,#NULL!,7,#NULL!,6,#NULL!,#NULL!,6,4,4,5,4,5,6,6,4,5,5,5,3,4,4,4,3,7,2,5,3,4,1,1,1,7,6,6,0,26,5,5.67,5.00,4.00,4.00,4.00,,,,,,,
R_6zKDgzM7EP191dj,4,5,3,2,4,3,2,5,3,6,7,7,7,5,6,3,3,5,3,7,4,4,6,7,6,6,7,6,7,6,6,4,5,4,5,2,7,2,5,4,3,1,3,4,6,4,4,1,22,4,6.33,5.00,4.67,6.50,4.00,,,,,,,
